teamAbbr,teamPTS,opptAbbr,opptPTS,teamRslt,teamLoc,teamPTS1,teamPTS2,teamPTS3,teamPTS4,teamPTS5,teamPTS6,teamPTS7,teamPTS8,opptPTS1,opptPTS2,opptPTS3,opptPTS4,opptPTS5,opptPTS6,opptPTS7,opptPTS8
BKN,114,CLE,121,Loss,Home,30,32,27,25,0,0,0,0,28,32,27,34,0,0,0,0
MIL,106,SA,103,Win,Home,27,20,41,18,0,0,0,0,15,32,28,28,0,0,0,0
IND,113,MIA,107,Win,Home,21,31,30,14,17,0,0,0,30,23,21,22,11,0,0,0
SAC,93,BOS,104,Loss,Home,27,33,18,15,0,0,0,0,24,28,28,24,0,0,0,0
TOR,106,LAC,117,Loss,Home,35,25,20,26,0,0,0,0,28,25,27,37,0,0,0,0
WAS,97,NY,101,Loss,Home,21,32,18,26,0,0,0,0,19,42,16,24,0,0,0,0
OKC,105,POR,108,Loss,Home,17,35,28,25,0,0,0,0,34,23,25,26,0,0,0,0
HOU,118,ATL,99,Win,Home,33,36,25,24,0,0,0,0,20,25,29,25,0,0,0,0
GS,91,UTA,110,Loss,Home,22,25,18,26,0,0,0,0,18,35,36,21,0,0,0,0
CHA,137,NY,128,Win,Home,27,35,25,30,20,0,0,0,22,27,33,35,11,0,0,0
DET,112,LAL,106,Win,Home,26,27,28,31,0,0,0,0,29,26,21,30,0,0,0,0
PHI,123,DEN,104,Win,Home,23,28,34,38,0,0,0,0,27,32,15,30,0,0,0,0
MIN,93,MEM,101,Loss,Home,25,34,23,11,0,0,0,0,26,33,19,23,0,0,0,0
PHO,94,BOS,102,Loss,Home,15,30,20,29,0,0,0,0,31,17,29,25,0,0,0,0
WAS,116,SA,106,Win,Home,21,38,29,28,0,0,0,0,24,21,21,40,0,0,0,0
TOR,114,DEN,110,Win,Home,25,33,24,32,0,0,0,0,23,35,27,25,0,0,0,0
HOU,118,CHI,86,Win,Home,31,29,27,31,0,0,0,0,23,16,18,29,0,0,0,0
MIA,98,CLE,79,Win,Home,29,25,21,23,0,0,0,0,18,16,25,20,0,0,0,0
NO,103,POR,107,Loss,Home,24,25,26,28,0,0,0,0,20,26,25,36,0,0,0,0
SAC,97,DAL,103,Loss,Home,20,25,25,27,0,0,0,0,25,28,22,28,0,0,0,0
GS,81,IND,92,Loss,Home,27,21,22,11,0,0,0,0,18,21,29,24,0,0,0,0
LAC,105,MIL,98,Win,Home,35,27,16,27,0,0,0,0,29,27,26,16,0,0,0,0
CHA,105,CLE,118,Loss,Home,26,28,24,27,0,0,0,0,22,42,31,23,0,0,0,0
ORL,104,BKN,111,Loss,Home,33,18,30,23,0,0,0,0,36,22,27,26,0,0,0,0
PHI,118,NY,101,Win,Home,37,30,26,25,0,0,0,0,28,35,17,21,0,0,0,0
MEM,108,POR,103,Win,Home,20,33,23,32,0,0,0,0,28,30,23,22,0,0,0,0
MIN,126,ATL,114,Win,Home,34,31,33,28,0,0,0,0,32,25,31,26,0,0,0,0
UTA,94,BOS,97,Loss,Home,24,15,32,23,0,0,0,0,18,30,19,30,0,0,0,0
PHO,99,LAC,111,Loss,Home,32,24,26,17,0,0,0,0,27,31,27,26,0,0,0,0
LAL,103,DAL,93,Win,Home,32,23,27,21,0,0,0,0,34,22,25,12,0,0,0,0
DET,103,WAS,92,Win,Home,23,26,32,22,0,0,0,0,24,25,17,26,0,0,0,0
MIA,103,CHI,92,Win,Home,29,22,27,25,0,0,0,0,21,25,22,24,0,0,0,0
SA,103,OKC,99,Win,Home,24,35,18,26,0,0,0,0,29,27,25,18,0,0,0,0
SAC,103,IND,106,Loss,Home,28,28,23,24,0,0,0,0,28,33,18,27,0,0,0,0
GS,107,MIL,116,Loss,Home,27,22,23,35,0,0,0,0,29,29,34,24,0,0,0,0
ORL,82,CHI,90,Loss,Home,24,20,25,13,0,0,0,0,30,27,9,24,0,0,0,0
ATL,91,PHI,101,Loss,Home,27,14,18,32,0,0,0,0,30,17,39,15,0,0,0,0
CLE,107,NO,102,Win,Home,29,18,33,27,0,0,0,0,29,28,22,23,0,0,0,0
HOU,104,PHO,103,Win,Home,22,18,35,29,0,0,0,0,25,32,29,17,0,0,0,0
OKC,125,DEN,126,Loss,Home,28,30,21,35,11,0,0,0,27,35,30,22,12,0,0,0
DAL,92,MIN,93,Loss,Home,20,26,18,28,0,0,0,0,16,28,23,26,0,0,0,0
UTA,107,MEM,97,Win,Home,29,23,28,27,0,0,0,0,14,33,29,21,0,0,0,0
LAL,122,MIL,124,Loss,Home,34,23,26,29,10,0,0,0,39,29,29,15,12,0,0,0
POR,105,LAC,96,Win,Home,26,38,23,18,0,0,0,0,23,26,17,30,0,0,0,0
WAS,107,CHA,93,Win,Home,30,20,37,20,0,0,0,0,27,24,23,19,0,0,0,0
NY,109,DET,115,Loss,Home,27,27,30,25,0,0,0,0,30,26,29,30,0,0,0,0
BOS,110,TOR,99,Win,Home,31,22,29,28,0,0,0,0,33,22,29,15,0,0,0,0
MIA,109,BKN,110,Loss,Home,32,23,21,25,8,0,0,0,22,26,32,21,9,0,0,0
SAC,96,GS,112,Loss,Home,25,24,20,27,0,0,0,0,28,29,36,19,0,0,0,0
CHA,102,PHI,119,Loss,Home,29,22,27,24,0,0,0,0,28,32,31,28,0,0,0,0
CHI,113,WAS,94,Win,Home,36,32,19,26,0,0,0,0,27,32,16,19,0,0,0,0
LAC,104,IND,111,Loss,Home,30,21,27,26,0,0,0,0,22,28,26,35,0,0,0,0
SA,100,HOU,83,Win,Home,26,20,29,25,0,0,0,0,17,21,28,17,0,0,0,0
ATL,94,ORL,88,Win,Home,21,35,13,25,0,0,0,0,18,25,21,24,0,0,0,0
BKN,96,DET,108,Loss,Home,28,20,22,26,0,0,0,0,33,29,21,25,0,0,0,0
CLE,98,DAL,87,Win,Home,18,30,25,25,0,0,0,0,25,22,30,10,0,0,0,0
NO,104,OKC,109,Loss,Home,28,22,25,29,0,0,0,0,20,33,27,29,0,0,0,0
MIN,97,UTA,121,Loss,Home,26,24,21,26,0,0,0,0,28,33,26,34,0,0,0,0
DEN,128,MIL,125,Win,Home,22,41,16,32,17,0,0,0,34,20,38,19,14,0,0,0
GS,117,PHO,107,Win,Home,22,36,36,23,0,0,0,0,24,18,35,30,0,0,0,0
POR,113,MEM,98,Win,Home,32,23,43,15,0,0,0,0,24,27,24,23,0,0,0,0
LAL,83,SAC,84,Loss,Home,22,21,21,19,0,0,0,0,19,24,17,24,0,0,0,0
CLE,112,TOR,106,Win,Home,28,32,26,26,0,0,0,0,24,28,26,28,0,0,0,0
PHI,121,BKN,95,Win,Home,28,33,32,28,0,0,0,0,22,27,22,24,0,0,0,0
MIA,101,ATL,98,Win,Home,30,22,26,23,0,0,0,0,25,31,22,20,0,0,0,0
NY,73,ORL,97,Loss,Home,25,20,16,12,0,0,0,0,27,19,22,29,0,0,0,0
CHI,120,CHA,114,Win,Home,19,34,33,34,0,0,0,0,22,25,32,35,0,0,0,0
HOU,120,WAS,104,Win,Home,35,36,24,25,0,0,0,0,24,25,26,29,0,0,0,0
MIL,106,BOS,102,Win,Home,26,32,21,27,0,0,0,0,31,25,15,31,0,0,0,0
OKC,107,GS,111,Loss,Home,27,20,34,26,0,0,0,0,24,33,27,27,0,0,0,0
DAL,115,POR,109,Win,Home,22,28,32,33,0,0,0,0,22,27,29,31,0,0,0,0
DEN,107,IND,104,Win,Home,27,22,28,30,0,0,0,0,26,20,27,31,0,0,0,0
UTA,117,LAL,110,Win,Home,24,41,30,22,0,0,0,0,31,29,29,21,0,0,0,0
PHO,97,SAC,94,Win,Home,22,24,27,24,0,0,0,0,22,18,29,25,0,0,0,0
LAC,113,SA,110,Win,Home,17,32,23,41,0,0,0,0,31,25,27,27,0,0,0,0
DET,108,PHI,115,Loss,Home,28,21,22,37,0,0,0,0,36,29,23,27,0,0,0,0
ORL,105,DAL,100,Win,Home,33,23,21,28,0,0,0,0,22,29,23,26,0,0,0,0
TOR,96,BOS,78,Win,Home,14,29,24,29,0,0,0,0,20,13,20,25,0,0,0,0
ATL,86,MIA,115,Loss,Home,29,18,21,18,0,0,0,0,23,30,31,31,0,0,0,0
NO,123,MEM,95,Win,Home,32,33,32,26,0,0,0,0,23,30,20,22,0,0,0,0
LAL,122,SA,112,Win,Home,29,29,23,27,14,0,0,0,30,31,26,21,4,0,0,0
IND,126,GS,106,Win,Home,27,35,35,29,0,0,0,0,26,25,26,29,0,0,0,0
CLE,119,WAS,115,Win,Home,39,20,23,37,0,0,0,0,26,28,36,25,0,0,0,0
HOU,96,POR,94,Win,Home,36,30,18,12,0,0,0,0,17,27,27,23,0,0,0,0
MIL,111,BKN,119,Loss,Home,24,21,36,30,0,0,0,0,30,22,31,36,0,0,0,0
UTA,117,LAC,95,Win,Home,36,29,29,23,0,0,0,0,26,23,18,28,0,0,0,0
DEN,100,MIN,96,Win,Home,27,24,28,21,0,0,0,0,24,30,18,24,0,0,0,0
DET,113,DAL,106,Win,Home,22,31,25,23,12,0,0,0,24,30,21,26,5,0,0,0
ORL,100,CHA,137,Loss,Home,25,24,26,25,0,0,0,0,43,29,31,34,0,0,0,0
PHI,132,CLE,130,Win,Home,41,37,27,27,0,0,0,0,28,27,43,32,0,0,0,0
WAS,97,ATL,103,Loss,Home,22,26,29,20,0,0,0,0,21,31,29,22,0,0,0,0
BOS,111,CHI,104,Win,Home,30,25,24,32,0,0,0,0,30,28,18,28,0,0,0,0
NY,122,MIA,98,Win,Home,34,29,33,26,0,0,0,0,23,27,28,20,0,0,0,0
TOR,92,IND,73,Win,Home,26,19,27,20,0,0,0,0,14,19,16,24,0,0,0,0
MEM,93,SAC,94,Loss,Home,22,26,15,30,0,0,0,0,25,19,24,26,0,0,0,0
PHO,103,NO,122,Loss,Home,21,25,24,33,0,0,0,0,39,24,23,36,0,0,0,0
LAL,96,MIN,113,Loss,Home,26,32,15,23,0,0,0,0,30,21,29,33,0,0,0,0
LAC,115,DEN,134,Loss,Home,26,32,31,26,0,0,0,0,33,33,35,33,0,0,0,0
NY,102,MIL,115,Loss,Home,28,27,22,25,0,0,0,0,31,22,27,35,0,0,0,0
CHI,96,BKN,124,Loss,Home,23,28,26,19,0,0,0,0,28,35,33,28,0,0,0,0
GS,120,NO,126,Loss,Home,32,33,27,28,0,0,0,0,40,27,21,38,0,0,0,0
HOU,102,OKC,108,Loss,Home,30,32,21,19,0,0,0,0,36,25,19,28,0,0,0,0
SA,116,POR,105,Win,Home,32,22,27,35,0,0,0,0,33,23,21,28,0,0,0,0
CHA,117,IND,123,Loss,Home,25,32,24,36,0,0,0,0,31,39,25,28,0,0,0,0
PHI,109,DAL,97,Win,Home,28,33,24,24,0,0,0,0,20,28,28,21,0,0,0,0
MEM,130,DET,117,Win,Home,30,32,34,34,0,0,0,0,22,34,28,33,0,0,0,0
LAL,97,UTA,112,Loss,Home,21,23,23,30,0,0,0,0,30,20,32,30,0,0,0,0
TOR,112,ORL,101,Win,Home,35,26,28,23,0,0,0,0,24,26,24,27,0,0,0,0
BOS,106,ATL,112,Loss,Home,31,27,24,24,0,0,0,0,24,25,27,36,0,0,0,0
PHO,100,GS,117,Loss,Home,29,21,22,28,0,0,0,0,33,31,27,26,0,0,0,0
DET,98,TOR,108,Loss,Home,32,28,20,18,0,0,0,0,32,25,28,23,0,0,0,0
BKN,114,CHI,105,Win,Home,29,33,24,28,0,0,0,0,26,29,28,22,0,0,0,0
MIA,93,OKC,115,Loss,Home,27,25,29,12,0,0,0,0,21,28,27,39,0,0,0,0
NY,109,CLE,123,Loss,Home,25,24,28,32,0,0,0,0,26,35,29,33,0,0,0,0
MIL,102,ORL,86,Win,Home,31,14,29,28,0,0,0,0,21,21,25,19,0,0,0,0
MIN,113,MEM,94,Win,Home,20,36,27,30,0,0,0,0,26,27,22,19,0,0,0,0
SA,98,SAC,85,Win,Home,17,26,17,38,0,0,0,0,25,25,16,19,0,0,0,0
DEN,88,POR,82,Win,Home,28,14,24,22,0,0,0,0,23,26,20,13,0,0,0,0
LAC,100,NO,113,Loss,Home,23,26,22,29,0,0,0,0,31,28,34,20,0,0,0,0
IND,93,CHA,119,Loss,Home,25,30,16,22,0,0,0,0,37,26,24,32,0,0,0,0
ATL,113,PHI,121,Loss,Home,32,23,24,34,0,0,0,0,27,34,28,32,0,0,0,0
WAS,113,BOS,101,Win,Home,22,30,27,34,0,0,0,0,30,24,18,29,0,0,0,0
DAL,97,PHO,124,Loss,Home,26,28,22,21,0,0,0,0,29,15,39,41,0,0,0,0
UTA,119,GS,79,Win,Home,33,29,31,26,0,0,0,0,16,17,23,23,0,0,0,0
LAL,99,HOU,105,Loss,Home,16,32,27,24,0,0,0,0,23,33,26,23,0,0,0,0
BOS,110,BKN,97,Win,Home,27,26,30,27,0,0,0,0,22,21,27,27,0,0,0,0
CHI,87,DET,119,Loss,Home,21,29,24,13,0,0,0,0,35,31,28,25,0,0,0,0
CLE,98,NY,110,Loss,Home,20,17,34,27,0,0,0,0,20,37,27,26,0,0,0,0
MIA,116,TOR,109,Win,Home,27,20,24,34,11,0,0,0,29,24,25,27,4,0,0,0
MIN,112,DEN,106,Win,Home,29,33,24,15,11,0,0,0,26,28,27,20,5,0,0,0
NO,122,SA,98,Win,Home,27,34,29,32,0,0,0,0,26,17,29,26,0,0,0,0
OKC,137,MEM,123,Win,Home,38,39,28,32,0,0,0,0,28,29,39,27,0,0,0,0
ORL,101,WAS,92,Win,Home,26,29,21,25,0,0,0,0,23,22,30,17,0,0,0,0
PHI,130,MIL,95,Win,Home,46,34,25,25,0,0,0,0,18,26,31,20,0,0,0,0
LAC,100,LAL,115,Loss,Home,32,21,21,26,0,0,0,0,39,25,28,23,0,0,0,0
POR,102,UTA,93,Win,Home,28,27,25,22,0,0,0,0,21,20,18,34,0,0,0,0
SAC,96,HOU,83,Win,Home,28,24,27,17,0,0,0,0,22,22,19,20,0,0,0,0
