game_id,season,type,date_time_GMT,away_team_id,home_team_id,away_goals,home_goals,outcome,home_rink_side_start
2017020812,20172018,R,2018-02-07T00:00:00Z,24,7,4,3,away win OT,left
2017020586,20172018,R,2017-12-30T03:00:00Z,20,24,1,2,home win REG,left
2017020240,20172018,R,2017-11-10T03:00:00Z,23,24,1,4,home win REG,left
2017020624,20172018,R,2018-01-05T02:00:00Z,29,21,0,2,home win REG,right
2017020221,20172018,R,2017-11-07T01:30:00Z,52,25,4,1,away win REG,right
2017020731,20172018,R,2018-01-23T02:00:00Z,2,53,2,3,home win OT,left
2017020986,20172018,R,2018-03-02T01:30:00Z,14,25,5,4,away win OT,right
2017021124,20172018,R,2018-03-20T23:00:00Z,22,12,7,3,away win REG,right
2017020146,20172018,R,2017-10-27T00:00:00Z,2,30,4,6,home win REG,right
2017020001,20172018,R,2017-10-04T23:00:00Z,10,52,7,2,away win REG,right
2017020482,20172018,R,2017-12-15T00:30:00Z,1,8,1,2,home win OT,right
2017020706,20172018,R,2018-01-20T00:30:00Z,8,15,3,2,away win REG,right
2017021076,20172018,R,2018-03-14T01:00:00Z,22,20,0,1,home win REG,right
2017021046,20172018,R,2018-03-10T01:30:00Z,24,25,1,2,home win REG,right
2017020214,20172018,R,2017-11-05T23:00:00Z,21,2,4,6,home win REG,left
2017020285,20172018,R,2017-11-17T02:00:00Z,15,21,2,6,home win REG,right
2017020423,20172018,R,2017-12-06T03:00:00Z,12,23,0,3,home win REG,right
2017020930,20172018,R,2018-02-23T00:00:00Z,2,10,3,4,home win OT,right
2017020301,20172018,R,2017-11-19T00:30:00Z,30,15,1,3,home win REG,right
2017021066,20172018,R,2018-03-12T23:00:00Z,8,29,2,5,home win REG,left
2017021087,20172018,R,2018-03-15T23:30:00Z,6,13,0,3,home win REG,right
2017020625,20172018,R,2018-01-05T02:00:00Z,26,20,3,4,home win REG,right
2017020138,20172018,R,2017-10-26T23:00:00Z,28,6,1,2,home win REG,left
2017020020,20172018,R,2017-10-07T23:00:00Z,7,2,3,6,home win REG,left
2017021170,20172018,R,2018-03-26T23:30:00Z,15,3,4,2,away win REG,right
2017021025,20172018,R,2018-03-07T01:00:00Z,25,18,0,2,home win REG,left
2017020540,20172018,R,2017-12-23T00:30:00Z,30,13,2,4,home win REG,right
2017020699,20172018,R,2018-01-19T00:00:00Z,25,29,1,2,home win OT,left
2017020506,20172018,R,2017-12-17T03:00:00Z,18,20,2,0,away win REG,right
2017021194,20172018,R,2018-03-30T00:00:00Z,28,18,3,5,home win REG,left
2017020342,20172018,R,2017-11-25T00:00:00Z,9,29,2,5,home win REG,left
2017021257,20172018,R,2018-04-07T19:00:00Z,3,4,0,5,home win REG,right
2017021255,20172018,R,2018-04-07T00:30:00Z,19,16,4,1,away win REG,right
2017021010,20172018,R,2018-03-04T21:00:00Z,16,24,3,6,home win REG,left
2017020853,20172018,R,2018-02-11T17:00:00Z,5,19,4,1,away win REG,left
2017020696,20172018,R,2018-01-19T00:00:00Z,6,2,5,2,away win REG,left
2017020164,20172018,R,2017-10-29T00:00:00Z,5,30,1,2,home win REG,right
2017020059,20172018,R,2017-10-13T23:00:00Z,3,29,1,3,home win REG,left
2017020953,20172018,R,2018-02-25T00:00:00Z,7,15,1,5,home win REG,right
2017020952,20172018,R,2018-02-24T23:15:00Z,2,1,1,2,home win REG,left
2017020562,20172018,R,2017-12-28T00:00:00Z,29,5,4,5,home win OT,left
2017021081,20172018,R,2018-03-15T02:00:00Z,1,54,8,3,away win REG,
2017020955,20172018,R,2018-02-25T00:00:00Z,52,25,5,3,away win REG,right
2017021218,20172018,R,2018-04-01T16:30:00Z,6,4,3,4,home win OT,right
2017020058,20172018,R,2017-10-13T23:00:00Z,15,1,5,2,away win REG,left
2017020614,20172018,R,2018-01-04T00:30:00Z,9,17,1,2,home win OT,right
2017020728,20172018,R,2018-01-23T01:00:00Z,9,30,1,3,home win REG,right
2017020813,20172018,R,2018-02-07T00:00:00Z,54,5,4,5,home win REG,left
2017020987,20172018,R,2018-03-02T02:00:00Z,18,22,4,2,away win REG,left
2017020154,20172018,R,2017-10-28T01:00:00Z,25,20,2,1,away win REG,right
2017020911,20172018,R,2018-02-19T01:00:00Z,25,28,2,5,home win REG,left
2017020065,20172018,R,2017-10-14T23:00:00Z,1,3,3,2,away win REG,right
2017021065,20172018,R,2018-03-12T23:00:00Z,52,15,2,3,home win OT,right
2017020715,20172018,R,2018-01-21T01:00:00Z,53,19,5,2,away win REG,left
2017020067,20172018,R,2017-10-14T23:00:00Z,13,5,3,4,home win REG,left
2017020404,20172018,R,2017-12-03T01:00:00Z,24,18,2,3,home win OT,left
2017020118,20172018,R,2017-10-22T00:00:00Z,12,25,3,4,home win REG,right
2017020161,20172018,R,2017-10-28T23:00:00Z,53,1,3,4,home win REG,left
2017020046,20172018,R,2017-10-11T23:30:00Z,1,10,6,3,away win REG,right
2017020582,20172018,R,2017-12-30T01:00:00Z,2,52,2,4,home win REG,right
2017020375,20172018,R,2017-11-29T02:00:00Z,53,22,2,3,home win OT,left
2017020918,20172018,R,2018-02-21T00:00:00Z,13,10,0,1,home win REG,right
2017020019,20172018,R,2017-10-07T18:00:00Z,21,1,1,4,home win REG,left
2017020455,20172018,R,2017-12-10T03:30:00Z,12,26,2,3,home win OT,right
2017020810,20172018,R,2018-02-06T01:30:00Z,3,25,1,2,home win REG,right
2017020555,20172018,R,2017-12-24T01:00:00Z,15,54,0,3,home win REG,
2017021114,20172018,R,2018-03-18T23:30:00Z,25,52,2,4,home win REG,right
2017020671,20172018,R,2018-01-13T18:00:00Z,17,5,1,4,home win REG,left
2017020239,20172018,R,2017-11-10T02:00:00Z,17,20,3,6,home win REG,right
2017020811,20172018,R,2018-02-06T02:00:00Z,14,22,2,6,home win REG,left
2017020411,20172018,R,2017-12-04T01:00:00Z,53,54,2,3,home win OT,
2017020675,20172018,R,2018-01-14T02:00:00Z,21,25,4,1,away win REG,right
2017020012,20172018,R,2017-10-06T02:00:00Z,4,26,0,2,home win REG,right
2017020890,20172018,R,2018-02-17T00:00:00Z,4,29,2,1,away win OT,left
2017020679,20172018,R,2018-01-15T00:30:00Z,3,5,2,5,home win REG,left
2017021014,20172018,R,2018-03-05T02:00:00Z,29,28,4,2,away win REG,left
2017021267,20172018,R,2018-04-08T01:00:00Z,24,53,3,0,away win REG,left
2017020013,20172018,R,2017-10-06T23:00:00Z,2,29,0,5,home win REG,left
2017021157,20172018,R,2018-03-24T23:00:00Z,14,1,1,2,home win REG,left
2017020736,20172018,R,2018-01-24T01:00:00Z,9,19,0,3,home win REG,left
2017020836,20172018,R,2018-02-10T00:00:00Z,20,3,3,4,home win REG,right
2017021226,20172018,R,2018-04-03T00:00:00Z,15,19,4,2,away win REG,left
2017020432,20172018,R,2017-12-08T00:30:00Z,20,8,3,2,away win OT,right
2017020156,20172018,R,2017-10-28T23:00:00Z,26,6,2,1,away win OT,left
2017020005,20172018,R,2017-10-05T23:00:00Z,18,6,3,4,home win REG,left
2017020823,20172018,R,2018-02-08T00:30:00Z,18,10,2,3,home win OT,right
2017020981,20172018,R,2018-03-01T02:30:00Z,20,21,2,5,home win REG,right
2017020462,20172018,R,2017-12-12T00:00:00Z,21,5,2,1,away win REG,left
2017021125,20172018,R,2018-03-20T23:30:00Z,13,9,7,2,away win REG,left
2017020465,20172018,R,2017-12-12T03:00:00Z,12,24,2,3,home win REG,left
2017020550,20172018,R,2017-12-24T00:00:00Z,7,12,2,4,home win REG,right
2017020254,20172018,R,2017-11-12T00:00:00Z,13,1,1,2,home win REG,left
2017021204,20172018,R,2018-03-31T02:00:00Z,26,24,1,2,home win OT,left
2017021171,20172018,R,2018-03-26T23:00:00Z,9,12,1,4,home win REG,right
