game_id,season,type,date_time_GMT,away_team_id,home_team_id,away_goals,home_goals,outcome,home_rink_side_start
2016020045,20162017,R,2016-10-19T00:30:00Z,4,16,4,7,home win REG,right
2016020610,20162017,R,2017-01-10T00:30:00Z,15,8,4,1,away win REG,right
2016020298,20162017,R,2016-11-24T03:30:00Z,2,26,2,4,home win REG,right
2016020205,20162017,R,2016-11-11T02:00:00Z,52,53,3,2,away win REG,left
2016020246,20162017,R,2016-11-18T00:00:00Z,52,4,2,5,home win REG,right
2016020107,20162017,R,2016-10-28T23:30:00Z,16,1,3,2,away win OT,left
2016021020,20162017,R,2017-03-14T01:00:00Z,5,20,3,4,home win OT,right
2016020716,20162017,R,2017-01-25T00:00:00Z,29,2,2,4,home win REG,left
2016020933,20162017,R,2017-03-01T03:30:00Z,10,28,1,3,home win REG,left
2016021163,20162017,R,2017-04-01T23:00:00Z,9,52,2,4,home win REG,right
2016020264,20162017,R,2016-11-20T00:00:00Z,10,8,1,2,home win REG,right
2016020683,20162017,R,2017-01-20T03:00:00Z,21,24,1,2,home win REG,left
2016020884,20162017,R,2017-02-22T00:00:00Z,5,12,3,1,away win REG,right
2016020906,20162017,R,2017-02-25T22:00:00Z,15,18,2,5,home win REG,left
2016020885,20162017,R,2017-02-22T00:30:00Z,52,10,4,5,home win OT,right
2016020560,20162017,R,2017-01-02T00:30:00Z,9,15,1,2,home win REG,right
2016020986,20162017,R,2017-03-10T00:30:00Z,4,10,2,4,home win REG,right
2016020119,20162017,R,2016-10-30T00:00:00Z,25,30,0,4,home win REG,right
2016020070,20162017,R,2016-10-22T23:00:00Z,12,4,3,6,home win REG,right
2016020348,20162017,R,2016-12-02T00:00:00Z,2,15,3,0,away win REG,right
2016021004,20162017,R,2017-03-12T00:00:00Z,10,12,3,2,away win OT,right
2016020674,20162017,R,2017-01-19T01:00:00Z,6,17,5,6,home win OT,right
2016020602,20162017,R,2017-01-08T03:30:00Z,17,28,3,6,home win REG,left
2016020531,20162017,R,2016-12-29T03:00:00Z,26,23,1,2,home win REG,right
2016020438,20162017,R,2016-12-14T01:00:00Z,13,30,1,5,home win REG,right
2016020435,20162017,R,2016-12-14T00:30:00Z,28,10,3,2,away win OT,right
2016020099,20162017,R,2016-10-27T23:00:00Z,53,4,5,4,away win REG,right
2016020283,20162017,R,2016-11-23T00:00:00Z,19,6,4,2,away win REG,left
2016020368,20162017,R,2016-12-04T01:00:00Z,29,53,3,2,away win OT,left
2016020887,20162017,R,2017-02-22T00:30:00Z,22,14,1,4,home win REG,left
2016020759,20162017,R,2017-02-03T00:00:00Z,8,4,1,3,home win REG,right
2016020889,20162017,R,2017-02-22T01:00:00Z,16,30,5,3,away win REG,right
2016020305,20162017,R,2016-11-25T21:00:00Z,2,28,2,3,home win REG,left
2016020425,20162017,R,2016-12-12T00:00:00Z,21,10,3,1,away win REG,right
2016020650,20162017,R,2017-01-15T03:00:00Z,52,26,2,3,home win OT,right
2016020678,20162017,R,2017-01-20T00:00:00Z,9,29,2,0,away win REG,left
2016020966,20162017,R,2017-03-06T01:00:00Z,19,21,3,0,away win REG,right
2016021216,20162017,R,2017-04-09T00:00:00Z,21,25,3,4,home win OT,right
2016020296,20162017,R,2016-11-24T03:00:00Z,22,21,6,3,away win REG,right
2016020573,20162017,R,2017-01-05T01:00:00Z,3,4,5,2,away win REG,right
2016020603,20162017,R,2017-01-08T22:00:00Z,14,5,2,6,home win REG,left
2016020679,20162017,R,2017-01-20T00:30:00Z,3,10,5,2,away win REG,right
2016020143,20162017,R,2016-11-02T23:30:00Z,23,8,0,3,home win REG,right
2016020231,20162017,R,2016-11-16T00:00:00Z,28,12,0,1,home win REG,right
2016020163,20162017,R,2016-11-05T23:00:00Z,23,10,3,6,home win REG,right
2016020811,20162017,R,2017-02-10T02:00:00Z,5,21,4,1,away win REG,right
2016021029,20162017,R,2017-03-14T23:30:00Z,10,13,2,7,home win REG,right
2016020459,20162017,R,2016-12-17T03:00:00Z,14,23,2,4,home win REG,right
2016020442,20162017,R,2016-12-15T00:30:00Z,6,5,3,4,home win OT,left
2016020419,20162017,R,2016-12-11T03:00:00Z,52,20,2,6,home win REG,right
2016020874,20162017,R,2017-02-19T23:00:00Z,18,29,4,3,away win REG,left
2016021083,20162017,R,2017-03-22T00:00:00Z,4,52,2,3,home win REG,right
2016020647,20162017,R,2017-01-15T01:00:00Z,24,53,3,0,away win REG,left
2016020611,20162017,R,2017-01-10T01:00:00Z,20,52,0,2,home win REG,right
2016021065,20162017,R,2017-03-19T21:00:00Z,30,52,4,5,home win REG,right
2016020366,20162017,R,2016-12-04T00:00:00Z,52,19,3,2,away win OT,left
2016020991,20162017,R,2017-03-10T02:00:00Z,9,53,3,2,away win OT,left
2016020634,20162017,R,2017-01-14T00:00:00Z,16,15,0,6,home win REG,right
2016020172,20162017,R,2016-11-06T02:00:00Z,20,26,0,5,home win REG,right
2016020857,20162017,R,2017-02-18T03:00:00Z,13,24,4,1,away win REG,left
2016020488,20162017,R,2016-12-21T01:00:00Z,21,30,0,2,home win REG,right
2016021019,20162017,R,2017-03-14T00:00:00Z,52,18,4,5,home win OT,left
2016020347,20162017,R,2016-12-02T00:00:00Z,25,5,2,6,home win REG,left
2016021093,20162017,R,2017-03-23T23:30:00Z,5,9,1,2,home win OT,left
2016020660,20162017,R,2017-01-16T21:00:00Z,52,28,2,5,home win REG,left
2016020627,20162017,R,2017-01-13T01:00:00Z,6,18,1,2,home win REG,left
2016020285,20162017,R,2016-11-23T00:30:00Z,9,8,4,3,away win REG,right
2016020801,20162017,R,2017-02-09T01:00:00Z,16,30,4,3,away win OT,right
2016020484,20162017,R,2016-12-21T00:00:00Z,26,29,2,3,home win OT,left
2016020390,20162017,R,2016-12-07T01:30:00Z,20,25,2,1,away win REG,right
2016021078,20162017,R,2017-03-21T23:00:00Z,20,15,2,4,home win REG,right
2016020306,20162017,R,2016-11-25T22:00:00Z,7,15,1,3,home win REG,right
2016020327,20162017,R,2016-11-28T00:30:00Z,20,4,3,5,home win REG,right
2016020150,20162017,R,2016-11-03T23:30:00Z,23,9,0,1,home win REG,left
2016021209,20162017,R,2017-04-08T19:00:00Z,15,6,3,1,away win REG,left
2016020318,20162017,R,2016-11-27T01:00:00Z,30,19,3,4,home win OT,left
2016020616,20162017,R,2017-01-11T01:00:00Z,23,18,1,2,home win OT,left
2016020699,20162017,R,2017-01-22T02:00:00Z,24,30,3,5,home win REG,right
2016020843,20162017,R,2017-02-16T00:00:00Z,10,29,2,5,home win REG,left
2016020904,20162017,R,2017-02-25T21:00:00Z,24,26,1,4,home win REG,right
2016020166,20162017,R,2016-11-05T23:00:00Z,1,14,1,4,home win REG,left
2016020360,20162017,R,2016-12-03T18:00:00Z,12,3,2,4,home win REG,right
2016020411,20162017,R,2016-12-10T18:00:00Z,25,4,2,4,home win REG,right
2016020586,20162017,R,2017-01-07T00:30:00Z,10,1,4,2,away win REG,left
2016020995,20162017,R,2017-03-11T00:00:00Z,7,29,3,4,home win REG,left
2016021064,20162017,R,2017-03-19T17:00:00Z,13,5,0,4,home win REG,left
2016020953,20162017,R,2017-03-05T00:00:00Z,14,7,2,1,away win OT,left
2016021120,20162017,R,2017-03-27T00:00:00Z,23,52,1,2,home win REG,right
2016021028,20162017,R,2017-03-14T23:30:00Z,14,9,2,1,away win OT,left
2016020458,20162017,R,2016-12-17T02:00:00Z,29,20,4,1,away win REG,right
2016020269,20162017,R,2016-11-20T01:00:00Z,28,53,2,3,home win OT,left
2016020728,20162017,R,2017-01-27T00:00:00Z,5,6,3,4,home win REG,left
2016021082,20162017,R,2017-03-22T00:30:00Z,28,30,2,3,home win REG,right
2016020868,20162017,R,2017-02-19T03:00:00Z,13,26,3,2,away win REG,right
2016020398,20162017,R,2016-12-09T00:30:00Z,1,8,2,5,home win REG,right
